-75.5209285211,6.34476718803,1508.56
-75.5213318246,6.34421505338,1555.36
-75.568637206,6.33231977651,1476.53
-75.5686779412,6.33309254542,1429.87
-75.5441623833,6.33712249685,1594.83
-75.5442982596,6.3371555013,1623.21
-75.5802179707,6.31281680563,1429.9
-75.5798473521,6.31307697716,1506.53
-75.5634936873,6.35136552681,1630.39
-75.5637191063,6.35125861464,1547.76
-75.5525775339,6.33787071862,1661.92
-75.5528648366,6.33754448199,1708.47
-75.5266538282,6.34255159411,1510.02
-75.5271257792,6.34238258033,1542.17
-75.5266538282,6.34255159411,1510.02
-75.5268652225,6.34192848298,1519.35
-75.5509034841,6.32047469899,1391.3
-75.5513865975,6.31999398808,1342.79
-75.5509034841,6.32047469899,1391.3
-75.5505159738,6.32065425261,1397.06
-75.5373903063,6.33188083055,1665.57
-75.538064026,6.33202299362,1631.54
-75.5705260446,6.31198651056,1563.49
-75.5712162512,6.3123238577,1576.27
-75.5272842252,6.34254109171,1601.78
-75.5271257792,6.34238258033,1542.17
-75.5666144434,6.33385359837,1347.14
-75.5669110617,6.3340499875,1363.73
-75.5666326902,6.32706558309,1561.39
-75.5660550811,6.32668212265,1536.82
-75.5284292221,6.34674053356,1686.76
-75.5277364034,6.34705454982,1642.17
-75.5364852173,6.34454726805,1458.54
-75.5364790679,6.34442787618,1507.01
-75.5495903096,6.33689862963,1753.96
-75.5496852398,6.33622936495,1717.19
-75.5772494638,6.34332828347,1373.57
-75.5767597499,6.34389694366,1378.38
-75.565738563,6.34921831974,1448.8
-75.5660228906,6.349569418,1532.63
-75.5706295491,6.33703224127,1624.69
-75.5708322579,6.33651927815,1607.74
-75.538064026,6.33202299362,1631.54
-75.5386743316,6.33259934174,1629.1
-75.5647463536,6.35274180713,1528.77
-75.5652891488,6.35300729939,1570.31
-75.55084617,6.33241688247,1602.81
-75.5516551783,6.33262199207,1600.62
-75.5268485491,6.33819560522,1688.65
-75.527352521,6.33831174712,1763.41
-75.5175526661,6.34750098697,1747.69
-75.517904131,6.34787983128,1714.69
-75.5268587082,6.33976858316,1567.96
-75.5260706125,6.33948178021,1534.81
-75.5268587082,6.33976858316,1567.96
-75.5272470963,6.33961799698,1596.28
-75.5235832146,6.34355372628,1784.22
-75.5230524589,6.34367145615,1767.51
-75.5349087746,6.34252129,1428.9
-75.5347090725,6.3427919501,1494.88
-75.5349087746,6.34252129,1428.9
-75.5348260135,6.3426542993,1525.18
-75.5377359192,6.34629342848,1328.36
-75.5374407015,6.34563527881,1378.74
-75.5596805271,6.32177878792,1762.98
-75.5599650213,6.32175096335,1762.57
-75.5412747463,6.3414289529,1482.52
-75.5417342458,6.34093582574,1420.62
-75.5571013377,6.35285598375,1340.2
-75.5576263023,6.35294709257,1372.96
-75.5401981153,6.33767649267,1696.52
-75.5402437924,6.33717574623,1659.16
-75.5601279421,6.34442496329,1459.93
-75.5596885972,6.34405632873,1507.91
-75.576336497,6.34366235255,1336.5
-75.5760234611,6.3437945819,1377.19
-75.576336497,6.34366235255,1336.5
-75.5767597499,6.34389694366,1378.38
-75.5430843149,6.33373679141,1474.2
-75.5426509577,6.33410058053,1494.3
-75.5581372968,6.31914174289,1611.93
-75.557893339,6.31837544552,1603.61
-75.561996755,6.32282802449,1613.22
-75.5614516804,6.32255591545,1567.74
-75.561996755,6.32282802449,1613.22
-75.5614359548,6.32239216712,1592.97
-75.5464299364,6.34039287477,1577.35
-75.5469555151,6.34003981242,1587.2
-75.5363830366,6.33152262868,1358.75
-75.5361118101,6.33171518235,1437.44
-75.5605158276,6.33005562212,1714.36
-75.5603876857,6.33085334729,1695.24
-75.5625768911,6.32066191597,1604.54
-75.5620668222,6.32039225526,1642.82
-75.5543880567,6.3221327675,1678.49
-75.5543986935,6.32152507995,1749.74
-75.5543880567,6.3221327675,1678.49
-75.554528133,6.32173979554,1761.89
-75.567331453,6.33183232026,1599.67
-75.5669052397,6.33113643484,1612.7
